keyword,estimated_intent,category,type,notes,search_volume,kd,cpc_eur,serp_features,priority_score,data_source,keyword_clean,orig_cluster_name,hdb,hier10,hier12,noise_assigned,hdb_label,hdb_label_de
training erp personaldienstleister,commercial,cluster_11,longtail,Service,66,55,9.65,site-links,1.2,estimated,training erp personaldienstleister,Kundenreferenzen & ROI,6,5,7,False,Personnel Management and Recruiting Processes,Personalverwaltung und Recruiting Prozesse
software für reinigungsfirmen,commercial,cluster_08,longtail,Synonym,73,59,2.73,shopping,1.2,estimated,software für reinigungsfirmen,Gebaeudedienstleistung Software,9,2,2,False,Facility Cleaning Management Software,Gebäudereinigung Verwaltungssoftware
prosoft zeitarbeit alternative,commercial,cluster_01,longtail,Wettbewerber-Switch,55,45,9.03,ads|shopping|site-links,1.2,estimated,prosoft zeitarbeit alternative,Zeitarbeitssoftware & zvoove One,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
arbeitsvertrag zeitarbeit erstellen,informational,cluster_09,longtail,Aufgabe,35,29,1.5,people-also-ask|video,1.2,estimated,arbeitsvertrag zeitarbeit erstellen,HR & Mitarbeiterverwaltung,11,7,9,False,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
zvoove erfahrungen,commercial,cluster_01,body,Brand Reputation,87,73,8.79,site-links,1.2,estimated,zvoove erfahrungen,Zeitarbeitssoftware & zvoove One,3,10,12,False,Zvoove Platform Features and Pricing,Zvoove Plattform Features und Preise
größte zeitarbeitsfirma deutschland,informational,cluster_10,longtail,Marktanalyse,30,27,1.9,featured-snippet|people-also-ask|video,1.1,estimated,größte zeitarbeitsfirma deutschland,Branchentrends & Marktentwicklung,5,5,6,True,Staffing Laws and Market Trends,Zeitarbeit Gesetze und Markttrends
ki ethik recruiting,informational,cluster_12,longtail,Diskurs,10,10,1.78,people-also-ask,1.0,estimated,ki ethik recruiting,KI & Automatisierung im Recruiting,2,3,4,False,AI-Powered Recruiting and Sourcing,KI-gestütztes Recruiting und Sourcing
roi rechner personalsoftware,commercial,cluster_11,longtail,Tool,43,44,6.62,shopping,1.0,estimated,roi rechner personalsoftware,Kundenreferenzen & ROI,10,2,3,False,HR and Document Management Software,HR und Dokumentenverwaltungssoftware
aüg software cloud,commercial,cluster_01,longtail,Cloud,57,56,6.93,ads|site-links,1.0,estimated,aüg software cloud,Zeitarbeitssoftware & zvoove One,1,1,1,False,Time Tracking and Staffing Software,Zeiterfassung und Zeitarbeitssoftware
schulung zeitarbeit software,commercial,cluster_11,longtail,Service,64,62,10.32,site-links,1.0,estimated,schulung zeitarbeit software,Kundenreferenzen & ROI,1,1,1,False,Time Tracking and Staffing Software,Zeiterfassung und Zeitarbeitssoftware
papierlose lohnabrechnung,informational,cluster_07,longtail,Trend,30,31,1.08,featured-snippet|people-also-ask,1.0,estimated,papierlose lohnabrechnung,Digitalisierung & Cloud in der Personaldienstleistung,4,10,12,False,Payroll and Applicant Management,Lohnabrechnung und Bewerberverwaltung
zeitarbeit eu vergleich,informational,cluster_10,longtail,Marktanalyse,32,33,1.79,people-also-ask,1.0,estimated,zeitarbeit eu vergleich,Branchentrends & Marktentwicklung,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
arbeitszeiterfassung urteil eugh,informational,cluster_04,longtail,Rechtsprechung,41,40,0.97,featured-snippet|people-also-ask,1.0,estimated,arbeitszeiterfassung urteil eugh,Zeiterfassung & Disposition,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
einsatzplanung reinigungskräfte,commercial,cluster_08,longtail,Funktion,36,36,5.98,shopping|site-links,1.0,estimated,einsatzplanung reinigungskräfte,Gebaeudedienstleistung Software,9,2,2,False,Facility Cleaning Management Software,Gebäudereinigung Verwaltungssoftware
scheinselbstständigkeit aüg,informational,cluster_06,longtail,Risiko,25,29,0.35,featured-snippet,0.9,estimated,scheinselbstständigkeit aüg,AUEG & Rechtssicherheit,4,10,12,False,Payroll and Applicant Management,Lohnabrechnung und Bewerberverwaltung
zeitarbeit umsatz statistik,informational,cluster_10,longtail,Statistik,36,42,1.32,featured-snippet|video,0.9,estimated,zeitarbeit umsatz statistik,Branchentrends & Marktentwicklung,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
papierloses büro zeitarbeit,informational,cluster_07,longtail,Trend,23,25,1.14,featured-snippet,0.9,estimated,papierloses büro zeitarbeit,Digitalisierung & Cloud in der Personaldienstleistung,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
bewerber gewinnen zeitarbeit,informational,cluster_03,longtail,Spezialisierung,16,17,1.23,featured-snippet|video,0.9,estimated,bewerber gewinnen zeitarbeit,Recruiting & Bewerbermanagement,11,7,9,False,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
ki cv parsing,commercial,cluster_12,longtail,Tech,35,40,2.51,shopping|site-links,0.9,estimated,ki cv parsing,KI & Automatisierung im Recruiting,2,3,4,False,AI-Powered Recruiting and Sourcing,KI-gestütztes Recruiting und Sourcing
unfallversicherung zeitarbeitnehmer,informational,cluster_06,longtail,Versicherung,37,41,0.82,people-also-ask|video,0.9,estimated,unfallversicherung zeitarbeitnehmer,AUEG & Rechtssicherheit,11,7,9,False,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
höchstüberlassungsdauer 18 monate,informational,cluster_06,longtail,Konkret,23,25,2.46,featured-snippet|people-also-ask,0.9,estimated,höchstüberlassungsdauer 18 monate,AUEG & Rechtssicherheit,5,8,10,False,Staffing Laws and Market Trends,Zeitarbeit Gesetze und Markttrends
lohnabrechnung fehler vermeiden,informational,cluster_02,longtail,Risiko,25,31,0.37,featured-snippet|people-also-ask,0.8,estimated,lohnabrechnung fehler vermeiden,Lohnabrechnung & Payroll,4,10,12,False,Payroll and Applicant Management,Lohnabrechnung und Bewerberverwaltung
stundenerfassung kunde,informational,cluster_04,longtail,Workflow,21,27,1.67,featured-snippet,0.8,estimated,stundenerfassung kunde,Zeiterfassung & Disposition,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
software zeitarbeit kmu,commercial,cluster_01,longtail,Segment KMU,27,34,4.4,site-links,0.8,estimated,software zeitarbeit kmu,Zeitarbeitssoftware & zvoove One,1,1,1,False,Time Tracking and Staffing Software,Zeiterfassung und Zeitarbeitssoftware
zvoove demo termin,commercial,cluster_01,longtail,Lead-Stage,45,55,7.53,shopping,0.8,estimated,zvoove demo termin,Zeitarbeitssoftware & zvoove One,3,10,12,False,Zvoove Platform Features and Pricing,Zvoove Plattform Features und Preise
zeitersparnis durch software,commercial,cluster_11,longtail,USP,30,37,6.2,ads|site-links,0.8,estimated,zeitersparnis durch software,Kundenreferenzen & ROI,1,1,1,False,Time Tracking and Staffing Software,Zeiterfassung und Zeitarbeitssoftware
benchmark zeitarbeit kennzahlen,informational,cluster_11,longtail,KPI,33,40,2.25,people-also-ask|video,0.8,estimated,benchmark zeitarbeit kennzahlen,Kundenreferenzen & ROI,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
krankmeldung digital zeitarbeit,informational,cluster_09,longtail,Prozess,27,33,2.35,featured-snippet,0.8,estimated,krankmeldung digital zeitarbeit,HR & Mitarbeiterverwaltung,7,4,5,False,Digital Transformation of HR Services,Digitalisierung Personaldienstleistung
objektkartei reinigung,informational,cluster_08,longtail,Branche,33,46,0.67,featured-snippet|video,0.7,estimated,objektkartei reinigung,Gebaeudedienstleistung Software,9,2,2,False,Facility Cleaning Management Software,Gebäudereinigung Verwaltungssoftware
gesundheitsmanagement zeitarbeit,informational,cluster_09,longtail,Strategie,27,37,1.6,featured-snippet|people-also-ask,0.7,estimated,gesundheitsmanagement zeitarbeit,HR & Mitarbeiterverwaltung,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
karriereseite zeitarbeit,informational,cluster_03,longtail,Spezialisierung,11,16,1.84,featured-snippet|people-also-ask,0.7,estimated,karriereseite zeitarbeit,Recruiting & Bewerbermanagement,11,7,9,False,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
beste zeitarbeit software,commercial,cluster_01,longtail,Vergleichsabsicht,37,50,8.84,ads|shopping,0.7,estimated,beste zeitarbeit software,Zeitarbeitssoftware & zvoove One,1,1,1,False,Time Tracking and Staffing Software,Zeiterfassung und Zeitarbeitssoftware
zeiterfassung betriebsrat,informational,cluster_04,longtail,Mitbestimmung,14,20,0.62,video,0.7,estimated,zeiterfassung betriebsrat,Zeiterfassung & Disposition,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
aüg software vergleich,commercial,cluster_01,longtail,Vergleich,30,43,3.32,shopping,0.7,estimated,aüg software vergleich,Zeitarbeitssoftware & zvoove One,10,2,3,False,HR and Document Management Software,HR und Dokumentenverwaltungssoftware
effizienz steigern personaldienstleister,informational,cluster_11,longtail,Strategie,15,22,1.59,video,0.7,estimated,effizienz steigern personaldienstleister,Kundenreferenzen & ROI,6,5,7,False,Personnel Management and Recruiting Processes,Personalverwaltung und Recruiting Prozesse
time to hire optimieren,informational,cluster_03,longtail,KPI,29,45,1.61,featured-snippet,0.6,estimated,time to hire optimieren,Recruiting & Bewerbermanagement,11,6,8,True,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
arbeitsvertrag zeitarbeitnehmer muster,informational,cluster_06,longtail,Vorlage,23,41,0.99,people-also-ask|video,0.6,estimated,arbeitsvertrag zeitarbeitnehmer muster,AUEG & Rechtssicherheit,11,7,9,False,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
schnittstelle zeitarbeit datev,commercial,cluster_07,longtail,Integration,25,41,5.56,shopping,0.6,estimated,schnittstelle zeitarbeit datev,Digitalisierung & Cloud in der Personaldienstleistung,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
zeitarbeit komplettsystem,commercial,cluster_01,longtail,USP,33,51,4.97,ads|site-links,0.6,estimated,zeitarbeit komplettsystem,Zeitarbeitssoftware & zvoove One,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
chatbot bewerbung,commercial,cluster_12,longtail,Tool,29,52,7.16,shopping,0.6,estimated,chatbot bewerbung,KI & Automatisierung im Recruiting,2,3,4,False,AI-Powered Recruiting and Sourcing,KI-gestütztes Recruiting und Sourcing
zvoove one kosten,commercial,cluster_01,longtail,Kaufintention hoch,40,65,10.46,ads|shopping|site-links,0.6,estimated,zvoove one kosten,Zeitarbeitssoftware & zvoove One,3,10,12,False,Zvoove Platform Features and Pricing,Zvoove Plattform Features und Preise
ki datenschutz bewerber,informational,cluster_12,longtail,Compliance,23,42,1.67,featured-snippet|people-also-ask,0.5,estimated,ki datenschutz bewerber,KI & Automatisierung im Recruiting,7,4,5,False,Digital Transformation of HR Services,Digitalisierung Personaldienstleistung
ki email sourcing,commercial,cluster_12,longtail,Tool,30,56,10.71,ads|shopping|site-links,0.5,estimated,ki email sourcing,KI & Automatisierung im Recruiting,2,3,4,False,AI-Powered Recruiting and Sourcing,KI-gestütztes Recruiting und Sourcing
zvoove payroll erfahrungen,commercial,cluster_02,longtail,Reviews,31,62,9.21,shopping,0.5,estimated,zvoove payroll erfahrungen,Lohnabrechnung & Payroll,3,10,12,False,Zvoove Platform Features and Pricing,Zvoove Plattform Features und Preise
zvoove implementierung,commercial,cluster_01,longtail,Onboarding,25,53,11.48,ads,0.5,estimated,zvoove implementierung,Zeitarbeitssoftware & zvoove One,3,10,12,False,Zvoove Platform Features and Pricing,Zvoove Plattform Features und Preise
zeitarbeit software test,commercial,cluster_01,longtail,Bottom-Funnel,30,63,10.96,shopping,0.5,estimated,zeitarbeit software test,Zeitarbeitssoftware & zvoove One,1,1,1,False,Time Tracking and Staffing Software,Zeiterfassung und Zeitarbeitssoftware
zeiterfassung reinigungskräfte,commercial,cluster_08,longtail,Tool,31,57,6.17,ads|shopping|site-links,0.5,estimated,zeiterfassung reinigungskräfte,Gebaeudedienstleistung Software,9,2,2,False,Facility Cleaning Management Software,Gebäudereinigung Verwaltungssoftware
e signatur arbeitsvertrag,commercial,cluster_07,longtail,Tool,22,62,11.47,site-links,0.4,estimated,e signatur arbeitsvertrag,Digitalisierung & Cloud in der Personaldienstleistung,11,7,9,False,Employee Leasing Legal Framework,Arbeitnehmerüberlassung Rechtliche Grundlagen
zvoove case study lohn,commercial,cluster_11,longtail,Asset,22,50,4.29,shopping,0.4,estimated,zvoove case study lohn,Kundenreferenzen & ROI,3,10,12,False,Zvoove Platform Features and Pricing,Zvoove Plattform Features und Preise
anwenderbericht zeitarbeit,commercial,cluster_11,longtail,Marketing,17,44,6.85,ads|shopping|site-links,0.4,estimated,anwenderbericht zeitarbeit,Kundenreferenzen & ROI,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
linkedin recruiter kosten,informational,cluster_03,longtail,Pricing,17,44,1.18,featured-snippet,0.4,estimated,linkedin recruiter kosten,Recruiting & Bewerbermanagement,2,3,4,False,AI-Powered Recruiting and Sourcing,KI-gestütztes Recruiting und Sourcing
urlaubsantrag digital,commercial,cluster_09,longtail,Tool,18,48,7.8,site-links,0.4,estimated,urlaubsantrag digital,HR & Mitarbeiterverwaltung,7,4,5,False,Digital Transformation of HR Services,Digitalisierung Personaldienstleistung
intelligent document processing personalakte,commercial,cluster_12,longtail,Tech,21,54,6.75,shopping,0.4,estimated,intelligent document processing personalakte,KI & Automatisierung im Recruiting,7,4,5,False,Digital Transformation of HR Services,Digitalisierung Personaldienstleistung
zeiterfassung gps,commercial,cluster_04,longtail,Tech,13,37,6.43,ads|shopping|site-links,0.4,estimated,zeiterfassung gps,Zeiterfassung & Disposition,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
ki stellenanzeige generieren,commercial,cluster_12,longtail,Tool,22,66,5.33,ads|shopping|site-links,0.3,estimated,ki stellenanzeige generieren,KI & Automatisierung im Recruiting,4,10,12,False,Payroll and Applicant Management,Lohnabrechnung und Bewerberverwaltung
clockodo alternative,commercial,cluster_04,longtail,Wettbewerb,17,62,2.27,shopping,0.3,estimated,clockodo alternative,Zeiterfassung & Disposition,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
bewerberkommunikation chatbot,commercial,cluster_03,longtail,KI,20,66,9.96,ads|shopping,0.3,estimated,bewerberkommunikation chatbot,Recruiting & Bewerbermanagement,2,3,4,False,AI-Powered Recruiting and Sourcing,KI-gestütztes Recruiting und Sourcing
cv parser deutsch,commercial,cluster_12,longtail,Tool,20,66,10.67,ads|shopping,0.3,estimated,cv parser deutsch,KI & Automatisierung im Recruiting,5,5,6,True,Staffing Laws and Market Trends,Zeitarbeit Gesetze und Markttrends
backup strategie zeitarbeit,informational,cluster_07,longtail,Tech,10,38,0.4,video,0.3,estimated,backup strategie zeitarbeit,Digitalisierung & Cloud in der Personaldienstleistung,12,6,8,False,Staffing Industry Software and Tools,Zeitarbeit Branche Software und Tools
